	SYMBOL	ENTREZID
6048	FUZ	80199
6049	SNCA	6622
6050	SGSM3	27352
6051	ZNF717	100131827
6052	DNAJC2	27000
6053	TCF19	6941
6054	ADIPOR2	79602
6055	ZKSCAN4	387032
6056	SDC1	6382
6057	PKIG	11142
6058	GSTZ1	2954
6059	ELL3	80237
6060	NCAPD2	9918
6061	ZMYND19	116225
6062	CHMP6	79643
6063	ABRACL	58527
6064	OCLN	100506658
6065	EIF4EBP1	1978
6066	CCDC167	154467
6067	ZNF175	7728
6068	HAUS6	54801
6069	ACACB	32
6070	USP5	8078
6071	DENND3	22898
6072	LRRC56	115399
6073	UBN2	254048
6074	PFKFB3	5209
6075	CARS2	79587
6076	WDR77	79084
6077	LRP11	84918
6078	ANKRD46	157567
6079	XRN1	54464
6080	ATP13A2	23400
6081	ZNF10	7556
6082	SZT2	23334
6083	THEM4	117145
6084	CEP19	84984
6085	BAIAP2L2	80115
6086	STK17B	9262
6087	TACC1	6867
6088	P4HA1	5033
6089	DHRS12	79758
6090	SPTAN1	6709
6091	PPP1R14D	54866
6092	UQCRFS1	7386
6093	RNF144A	9781
6094	SHMT1	6470
6095	TRIM16	10626
6096	RPS20	6224
6097	PFKP	5214
6098	CNTD1	124817
6099	PRDM2	7799
6100	ZNF345	25850
6101	SS18L1	26039
6102	USP14	9097
6103	IRF5	3663
6104	RRAS	6237
6105	AIP	9049
6106	SLC35F5	80255
6107	G3BP2	9908
6108	AP4B1	10717
6109	ABHD12	26090
6110	ZNF665	79788
6111	PRPF8	10594
6112	IL22RA1	58985
6113	MARS2	92935
6114	ZNF283	284349
6115	C6orf132	647024
6116	ZBTB41	360023
6117	MPPE1	65258
6118	SLC16A5	9121
6119	SGMS2	166929
6120	MGAT4A	11320
6121	APH1B	83464
6122	VRK1	7443
6123	FLAD1	80308
6124	ST6GALNAC4	27090
6125	SDK2	54549
6126	DLL1	28514
6127	UBL3	5412
6128	SCO2	9997
6129	NAIF1	203245
6130	UBE2O	63893
6131	CKAP4	10970
6132	HAUS4	54930
6133	PLSCR3	57048
6134	YTHDF1	54915
6135	S100A16	140576
6136	CBX5	23468
6137	PPP2R5B	5526
6138	CCDC174	51244
6139	SLC27A2	11001
6140	MANBA	4126
6141	ZNF846	162993
6142	GFRA1	2674
6143	YWHAE	7531
6144	MPZL3	196264
6145	ZNF419	79744
6146	CMSS1	84319
6147	TTLL4	9654
6148	C6orf136	221545
6149	UCHL3	7347
6150	KLHL24	54800
6151	MAP2K5	5607
6152	FBXO48	554251
6153	RBM3	5935
6154	ZNF699	374879
6155	WEE1	7465
6156	AGRN	375790
6157	PPP1R14B	26472
6158	HEBP1	50865
6159	SMAP2	64744
6160	CCZ1	51622
6161	ACOT13	55856
6162	CLN6	54982
6163	CBX8	57332
6164	TAX1BP3	30851
6165	GLMN	11146
6166	SDR42E1	93517
6167	CROT	54677
6168	RBMS2	5939
6169	STARD5	80765
6170	IKBIP	121457
6171	TMEM65	157378
6172	ZWILCH	55055
6173	MYD88	4615
6174	ADCK5	203054
6175	CENPQ	55166
6176	CAP1	10487
6177	FIZ1	84922
6178	WDR59	79726
6179	MGLL	11343
6180	DPAGT1	1798
6181	CCNE2	9134
6182	SPATS2L	26010
6183	TP53	7157
6184	C17orf58	284018
6185	ZC3H3	23144
6186	OTUD3	23252
6187	MRPS18C	51023
6188	EPHB4	2050
6189	NUDT4	11163
6190	ERMAP	114625
6191	NFKBIZ	64332
6192	TAF12	6883
6193	SLC38A9	153129
6194	FBXL19	54620
6195	TOX3	27324
6196	UTP14C	9724
6197	RPL26L1	51121
6198	BTN3A3	10384
6199	PIM3	415116
6200	TNPO2	30000
6201	HPCAL1	3241
6202	ARHGAP22	58504
6203	LIG4	3981
6204	POM121C	100101267
6205	ZNF407	55628
6206	ARL2BP	23568
6207	OGT	8473
6208	UNC119B	84747
6209	TRABD2A	129293
6210	DTX3	196403
6211	SMAD6	4091
6212	GLRX2	51022
6213	WBP1	23559
6214	LARP1	23367
6215	LPIN2	9663
6216	HIRIP3	8479
6217	GART	2618
6218	PRPS1	5631
6219	HLF	3131
6220	MAP1S	55201
6221	AP5S1	55317
6222	TBC1D24	57465
6223	EIF2S3	1968
6224	PHKG2	5261
6225	FRK	2444
6226	MRPL55	128308
6227	SET	6418
6228	STAG2	10735
6229	RAB4B	53916
6230	GGCT	79017
6231	TTLL5	23093
6232	C2orf15	150590
6233	TMED7-TICAM2	100302736
6234	SFXN2	118980
6235	SLC39A11	201266
6236	SNAPIN	23557
6237	RAB27A	5873
6238	ACER3	55331
6239	GSTK1	373156
6240	PSMD8	5714
6241	ZNF182	7569
6242	RPL27A	6157
6243	ZNF697	90874
6244	FAAH	2166
6245	JTB	10899
6246	PRKAB2	5565
6247	DIAPH1	1729
6248	ZNF554	115196
6249	MAML3	55534
6250	AKAP11	11215
6251	SLC9A1	6548
6252	MGRN1	23295
6253	ZNF248	57209
6254	ACTR3B	57180
6255	MAN2B1	4125
6256	ELAC1	55520
6257	SRRT	51593
6258	SCAMP3	10067
6259	TMEM50A	23585
6260	TEP1	7011
6261	TNFAIP8	25816
6262	CHKA	1119
6263	CAMKMT	79823
6264	APEX1	328
6265	ALYREF	10189
6266	ZNF821	55565
6267	TMC6	11322
6268	SH3BP1	23616
6269	STYK1	55359
6270	ZNF579	163033
6271	NREP	9315
6272	AK3	50808
6273	SHROOM3	57619
6274	NDRG3	57446
6275	KNTC1	9735
6276	KCNK5	8645
6277	ARL6IP1	23204
6278	FANCC	2176
6279	COX6B1	1340
6280	CYFIP2	26999
6281	PAFAH2	5051
6282	PIGN	23556
6283	PHIP	55023
6284	RGPD5	84220
6285	EIF3L	51386
6286	GCAT	23464
6287	RPS7	6201
6288	FAH	2184
6289	AP1S1	1174
6290	SLC25A19	60386
6291	FZD4	8322
6292	UBE2V1	7335
6293	RUFY3	22902
6294	GALNT10	55568
6295	CHORDC1	26973
6296	THOC2	57187
6297	ISOC2	79763
6298	EMD	2010
6299	AATF	26574
6300	KLB	152831
6301	RHOC	389
6302	RAVER2	55225
6303	GTPBP2	54676
6304	GIPR	2696
6305	RBBP6	5930
6306	ZNF555	148254
6307	TBC1D19	55296
6308	ABLIM1	3983
6309	RPL36	25873
6310	PKP2	5318
6311	LUC7L3	51747
6312	DNAJC4	3338
6313	SLC30A4	7782
6314	LRTOMT	220074
6315	ZNF320	162967
6316	TEX9	374618
6317	GGPS1	9453
6318	GRIPAP1	56850
6319	TOP1MT	116447
6320	SYNPO	11346
6321	ZNF16	7564
6322	INO80B	83444
6323	FRMD4A	55691
6324	PARD6B	84612
6325	ENPP5	59084
6326	SNTA1	6640
6327	FCHSD1	89848
6328	LITAF	9516
6329	GPC4	2239
6330	RIOK3	8780
6331	WDR19	57728
6332	MTHFSD	64779
6333	CAPZA2	830
6334	CASZ1	54897
6335	MYCBP2	23077
6336	C1QBP	708
6337	PIGT	51604
6338	PDRG1	81572
6339	ZNF586	54807
6340	CDC42EP1	11135
6341	SURF1	6834
6342	FUT2	2524
6343	TPD52	7163
6344	YRDC	79693
6345	SPNS2	124976
6346	ZNF235	9310
6347	SFMBT1	51460
6348	DONSON	29980
6349	NSMCE1	197370
6350	ZNF805	390980
6351	MAPRE2	10982
6352	ZKSCAN2	342357
6353	SPIN4	139886
6354	PAIP2B	400961
6355	FBXW7	55294
6356	TRMT11	60487
6357	FGD5	152273
6358	N4BP3	23138
6359	NAT9	26151
6360	FAM83B	222584
6361	RTN4	57142
6362	ECE2	9718
6363	PREP	5550
6364	ASL	435
6365	ILDR1	286676
6366	RP9	6100
6367	EXOSC7	23016
6368	C1orf226	400793
6369	ORAI3	93129
6370	PSMA7	5688
6371	TUFM	7284
6372	ZFAND5	7763
6373	REL	5966
6374	PRMT5	10419
6375	ZNF491	126069
6376	SLC25A37	51312
6377	ALG5	29880
6378	IMPDH1	3614
6379	IFRD2	7866
6380	TBC1D8	11138
6381	TMEM38B	55151
6382	ARPC5	10092
6383	BOLA3	388962
6384	PAQR7	164091
6385	USH1C	10083
6386	RNF24	11237
6387	MMAB	326625
6388	COA6	388753
6389	HINT1	3094
6390	DNAJB9	4189
6391	YPEL3	83719
6392	UBXN8	7993
6393	MAP3K10	4294
6394	CACNA1H	8912
6395	MAGT1	84061
6396	CHMP2A	27243
6397	CDX2	1045
6398	RAC1	5879
6399	RAG1	5896
6400	PRDM11	56981
6401	ARV1	64801
6402	TMEM44	93109
6403	POLR2J2	246721
6404	TMSB10	9168
6405	DYNLT3	6990
6406	FAM110C	642273
6407	ACOT7	11332
6408	ZBTB20	26137
6409	TTC3	7267
6410	INPP5K	51763
6411	SH2D3C	10044
6412	APC	324
6413	NFXL1	152518
6414	ZFP41	286128
6415	THSD4	79875
6416	ZNF69	7620
6417	RPN2	6185
6418	PITPNM3	83394
6419	RUVBL1	8607
6420	ZNF225	7768
6421	LAMC1	3915
6422	POLE4	56655
6423	PRDX4	10549
6424	MAST4	375449
6425	COX20	116228
6426	RABL2A	11159
6427	TULP3	7289
6428	PDZD11	51248
6429	HEXIM1	10614
6430	ZNF568	374900
6431	SLC35A2	7355
6432	NEMF	9147
6433	PLD1	5337
6434	INF2	64423
6435	HSH2D	84941
6436	IPO9	55705
6437	EXPH5	23086
6438	RPL4	6124
6439	CCNI2	645121
6440	C16orf87	388272
6441	UBQLN2	29978
6442	HOMER3	9454
6443	TSEN54	283989
6444	DTX2	113878
6445	EPB41L4B	54566
6446	WDR83	84292
6447	LYSMD1	388695
6448	STAT5A	6776
6449	TMEM216	51259
6450	GSTA4	2941
6451	CELF2	10659
6452	ZNF626	199777
6453	C4orf33	132321
6454	NSUN2	54888
6455	IFI35	3430
6456	LDLRAD4	753
6457	PRRC2B	84726
6458	IL15	3600
6459	CYP4V2	285440
6460	ARHGEF28	64283
6461	PLP2	5355
6462	AKAP1	8165
6463	MAPRE3	22924
6464	NEK7	140609
6465	EMP2	2013
6466	SERINC5	256987
6467	TSC22D1	8848
6468	WDR70	55100
6469	CRIP2	1397
6470	DIXDC1	85458
6471	ZC3H6	376940
6472	PARP11	57097
6473	MINK1	50488
6474	HEATR4	399671
6475	LYST	1130
6476	TCTA	6988
6477	SEMA3C	10512
6478	PLEKHA6	22874
6479	PTPRJ	5795
6480	MBD5	55777
6481	FOXRED2	80020
6482	CLEC14A	161198
6483	BRAT1	221927
6484	C1orf162	128346
6485	ZMAT5	55954
6486	IDI1	3422
6487	TLCD2	727910
6488	LRPPRC	10128
6489	IL18RAP	8807
6490	ALDH7A1	501
6491	PDCD4	27250
6492	WDR74	54663
6493	AACS	65985
6494	QDPR	5860
6495	RNF130	55819
6496	ZNF780B	163131
6497	ZNF311	282890
6498	CDC42EP3	10602
6499	ALPK1	80216
6500	TMEM129	92305
6501	BLVRA	644
6502	STT3B	201595
6503	CALU	813
6504	APPL2	55198
6505	RFC4	5984
6506	XRCC3	7517
6507	ZNF511	118472
6508	TXK	7294
6509	HELB	92797
6510	PTPN22	26191
6511	HSDL2	84263
6512	PRPF3	9129
6513	IMMP2L	83943
6514	NAB2	4665
6515	MCM3	4172
6516	ZNF251	90987
6517	SLC27A1	376497
6518	OSCP1	127700
6519	ANO8	57719
6520	C2orf74	339804
6521	BRF1	2972
6522	CD59	966
6523	PTPRF	5792
6524	LGMN	5641
6525	SLC23A2	9962
6526	KCTD10	83892
6527	STAT2	6773
6528	USP35	57558
6529	GGACT	87769
6530	COA3	28958
6531	SLBP	7884
6532	SIRT2	22933
6533	TRPC4	7223
6534	GAS6	2621
6535	STON2	85439
6536	FHL2	2274
6537	TUBG1	7283
6538	CABLES2	81928
6539	NUCB2	4925
6540	UBR4	23352
6541	TMEM187	8269
6542	SRSF11	9295
6543	C12orf76	400073
6544	KLHL26	55295
6545	BAIAP3	8938
6546	NBPF11	200030
6547	PRR3	80742
6548	ARFGAP1	55738
6549	MORN2	729967
6550	MAGI2	9863
6551	SLC27A3	11000
6552	MBOAT1	154141
6553	CDK5R1	8851
6554	UFM1	51569
6555	BAD	572
6556	RBM33	155435
6557	FN3K	64122
6558	KBTBD8	84541
6559	RAB25	57111
6560	ACIN1	22985
6561	NBPF1	55672
6562	ZFYVE26	23503
6563	EOGT	285203
6564	PACS1	55690
6565	NEDD9	4739
6566	MIER3	166968
6567	RHOT2	89941
6568	NAP1L1	4673
6569	RNASEH2B	79621
6570	USB1	79650
6571	DICER1	23405
6572	TUBGCP6	85378
6573	FANCE	2178
6574	ZXDB	158586
6575	THSD7A	221981
6576	NAIP	4671
6577	CCT7	10574
6578	SDC4	6385
6579	CCHCR1	54535
6580	KREMEN1	83999
6581	LDB2	9079
6582	HOOK2	29911
6583	POLD3	10714
6584	BEST4	266675
6585	COX6A1	1337
6586	PKD1	5310
6587	IDS	3423
6588	EML3	256364
6589	LATS2	26524
6590	ALDH3A2	224
6591	MBD6	114785
6592	TIGD4	201798
6593	BACE1	23621
6594	CDC26	246184
6595	ARMCX1	51309
6596	LTA4H	4048
6597	SLC25A4	291
6598	PLEKHH3	79990
6599	CDH1	999
6600	RGS19	10287
6601	SCN7A	6332
6602	TRAF2	7186
6603	PLEK2	26499
6604	PXMP4	11264
6605	SEC31B	25956
6606	IL18R1	8809
6607	IL17RB	55540
6608	PLEKHG3	26030
6609	HSD17B12	51144
6610	MDH2	4191
6611	OTUB2	78990
6612	PPP1CB	5500
6613	ZNF620	253639
6614	BTN2A1	11120
6615	BDH2	56898
6616	EPHX1	2052
6617	CMTM6	54918
6618	TM9SF3	56889
6619	WRAP53	55135
6620	ALKBH6	84964
6621	TIMM17A	10440
6622	LRRC36	55282
6623	RRM2B	50484
6624	C7	730
6625	CNTNAP1	8506
6626	MPV17L2	84769
6627	UBAC2	337867
6628	ZNF34	80778
6629	CPT1B	1375
6630	PDE2A	5138
6631	SAMHD1	25939
6632	CDK18	5129
6633	DPM3	54344
6634	ATL3	25923
6635	PAQR4	124222
6636	CSRP1	1465
6637	ERG	2078
6638	NBPF3	84224
6639	NDUFA3	4696
6640	RPL23A	6147
6641	KAZALD1	81621
6642	RPA3	6119
6643	FECH	2235
6644	MCTS1	28985
6645	MICAL2	9645
6646	PNPLA7	375775
6647	ARMC9	80210
6648	CISD3	284106
6649	PREX2	80243
6650	TOMM5	401505
6651	ACLY	47
6652	IDH2	3418
6653	PGRMC1	10857
6654	CASD1	64921
6655	RPS17	6218
6656	CPNE3	8895
6657	PRR5L	79899
6658	SCAF1	58506
6659	ACE	1636
6660	PNMA1	9240
6661	TMEM106C	79022
6662	UQCRC2	7385
6663	ZNF135	7694
6664	GEN1	348654
6665	CUL4A	8451
6666	KLF11	8462
6667	KPNA5	3841
6668	TGDS	23483
6669	UQCR10	29796
6670	COX7B	1349
6671	PNKP	11284
6672	GALNT12	79695
6673	FLT1	2321
6674	GPX1	2876
6675	CALCRL	10203
6676	PRKG1	5592
6677	CCNYL1	151195
6678	SAT1	6303
6679	THAP10	56906
6680	MYLK4	340156
6681	ST20	400410
6682	ZNF417	147687
6683	NUDT7	283927
6684	ZYX	7791
6685	RBL1	5933
6686	WDTC1	23038
6687	FOXL1	2300
6688	WDR54	84058
6689	TRIM34	53840
6690	ZNF816	125893
6691	ZNF668	79759
6692	PIK3R3	8503
6693	MAN2B2	23324
6694	CCDC142	84865
6695	MPLKIP	136647
6696	IL6ST	3572
6697	CHPT1	56994
6698	STRADB	55437
6699	PCNA	5111
6700	NTMT1	28989
6701	USP36	57602
6702	OPLAH	26873
6703	EMG1	10436
6704	SFXN3	81855
6705	AMIGO1	57463
6706	DPCD	25911
6707	NFKBIB	4793
6708	SMPD3	55512
6709	SOWAHA	134548
6710	PIN4	5303
6711	DDX55	57696
6712	ARHGEF35	445328
6713	NFKBIA	4792
6714	TTF2	8458
6715	SGMS1	259230
6716	MED25	81857
6717	MEX3B	84206
6718	CCAR1	55749
6719	STXBP5	134957
6720	CIDEB	27141
6721	SNRPD1	6632
6722	SMCHD1	23347
6723	NAP1L5	266812
6724	NDUFC2	4718
6725	NDUFA6	4700
6726	TMEM164	84187
6727	C1orf210	149466
6728	NBPF15	284565
6729	NT5DC2	64943
6730	SYNCRIP	10492
6731	SLC26A11	284129
6732	GOLM1	51280
6733	HMGB2	3148
6734	MPHOSPH8	54737
6735	BTN2A2	10385
6736	ST3GAL6	10402
6737	FMO4	2329
6738	WDR24	84219
6739	ANKZF1	55139
6740	INPP5J	27124
6741	ATXN2	6311
6742	RAB3IL1	5866
6743	RANBP1	5902
6744	ATRX	546
6745	PSMG1	8624
6746	SNRNP200	23020
6747	ACADS	35
6748	REEP5	7905
6749	CYB561D2	11068
6750	EFTUD2	9343
6751	DDX27	55661
6752	SUGT1	10910
6753	BRWD1	54014
6754	ARHGEF7	8874
6755	HPSE	10855
6756	COMMD1	150684
6757	PIK3C2B	5287
6758	RBM5	10181
6759	RPLP2	6181
6760	BTN3A2	11118
6761	VRK3	51231
6762	EXOG	9941
6763	NOP9	161424
6764	PCF11	51585
6765	ZNF519	162655
6766	GID4	79018
6767	ZNF462	58499
6768	RPLP1	6176
6769	SLC18A2	6571
6770	VBP1	7411
6771	RAB24	53917
6772	USP34	9736
6773	DDB2	1643
6774	CCDC122	160857
6775	NOP10	55505
6776	KDM8	79831
6777	CCDC120	90060
6778	PECR	55825
6779	SPPL2B	56928
6780	RBL2	5934
6781	SDF2L1	23753
6782	DLL4	54567
6783	RPP40	10799
6784	TOLLIP	54472
6785	SSR2	6746
6786	IFRD1	3475
6787	KDR	3791
6788	MYL6B	140465
6789	KLF16	83855
6790	ZHX1	11244
6791	NENF	29937
6792	PATL1	219988
6793	UNC119	9094
6794	DENND5A	23258
6795	SETDB1	9869
6796	BPTF	2186
6797	SLC12A7	10723
6798	ZMYM2	7750
6799	RABAC1	10567
6800	NOLC1	9221
6801	TRIM28	10155
6802	THTPA	79178
6803	TCEAL1	9338
6804	BOD1L1	259282
6805	TTC31	64427
6806	ARMCX3	51566
6807	LYRM9	201229
6808	DOHH	83475
6809	PCMTD1	115294
6810	TM6SF1	53346
6811	LBH	81606
6812	PLD6	201164
6813	KCTD17	79734
6814	ZNF71	58491
6815	NMRK1	54981
6816	USP6	9098
6817	SHB	6461
6818	MTX1	4580
6819	EEPD1	80820
6820	FUOM	282969
6821	LETM1	3954
6822	UBR5	51366
6823	TMEM102	284114
6824	GRTP1	79774
6825	BTC	685
6826	RIF1	55183
6827	USP31	57478
6828	VPS36	51028
6829	DOCK11	139818
6830	NACA	4666
6831	RTTN	25914
6832	RSPO1	284654
6833	MED1	5469
6834	VAPB	9217
6835	CCSAP	126731
6836	NIPSNAP1	8508
6837	FBXL7	23194
6838	ACYP1	97
6839	IDNK	414328
6840	INO80C	125476
6841	GNPDA2	132789
6842	BTBD7	55727
6843	MEF2C	4208
6844	SLC25A29	123096
6845	PGBD2	267002
6846	CCT8	10694
6847	DCP1B	196513
6848	ALG13	79868
6849	ZSWIM5	57643
6850	SURF6	6838
6851	MLLT3	4300
6852	PIGV	55650
6853	EPS8L2	64787
6854	NME2	4831
6855	TSEN2	80746
6856	RBCK1	10616
6857	MYO1D	4642
6858	INPP4B	8821
6859	MIER2	54531
6860	MRTO4	51154
6861	ZNF701	55762
6862	CD63	967
6863	PLP1	5354
6864	SLC38A7	55238
6865	INTS3	65123
6866	EHD4	30844
6867	TET3	200424
6868	UBE2A	7319
6869	PAQR5	54852
6870	TRMT6	51605
6871	GRB10	2887
6872	SCP2	6342
6873	RAE1	8480
6874	KCNT2	343450
6875	FOXRED1	55572
6876	AGBL2	79841
6877	CDC42EP2	10435
6878	BCL9	607
6879	SYBU	55638
6880	TMBIM4	51643
6881	RNF26	79102
6882	PBX3	5090
6883	ZNF155	7711
6884	ITGAE	3682
6885	ANXA4	307
6886	PRADC1	84279
6887	ZNF221	7638
6888	ZNF841	284371
6889	MAP3K6	9064
6890	RASL12	51285
6891	DZANK1	55184
6892	MOCS3	27304
6893	HEY1	23462
6894	PBXIP1	57326
6895	PEX16	9409
6896	FYCO1	79443
6897	SH2D2A	9047
6898	C8orf58	541565
6899	PABPN1	8106
6900	TMED7	51014
6901	PLXNA1	5361
6902	CCDC12	151903
6903	NDUFB2	4708
6904	RPS29	6235
6905	ZNF22	7570
6906	LRP5	4041
6907	NPR2	4882
6908	LACC1	144811
6909	IRF2BP2	359948
6910	ID2	3398
6911	E2F2	1870
6912	PINX1	54984
6913	CEP164	22897
6914	LLGL2	3993
6915	ACSF3	197322
6916	FAM117A	81558
6917	CDCA7	83879
6918	TJAP1	93643
6919	CYTH2	9266
6920	SSTR1	6751
6921	SPATA6	54558
6922	PPA1	5464
6923	BCL7C	9274
6924	ZNF74	7625
6925	MOB3A	126308
6926	POLDIP2	26073
6927	ANKAR	150709
6928	GAS7	8522
6929	ABCA6	23460
6930	RBBP8	5932
6931	PPA2	27068
6932	ENG	2022
6933	ASNS	440
6934	TKT	7086
6935	B3GNT3	10331
6936	NXPE3	91775
6937	NEK11	79858
6938	KIF3A	11127
6939	ENOX1	55068
6940	ASXL1	171023
6941	RPS6KA3	6197
6942	SMARCA4	6597
6943	ING1	3621
6944	GRPEL1	80273
6945	CNTN4	152330
6946	SVIL	6840
6947	DUSP19	142679
6948	RABL2B	11158
6949	NUDT14	256281
6950	SMAD7	4092
6951	TCF20	6942
6952	AGBL3	340351
6953	SEMA4C	54910
6954	PRICKLE3	4007
6955	WDR25	79446
6956	SRP9	6726
6957	PEA15	8682
6958	NPRL3	8131
6959	DNMT3A	1788
6960	ITPKA	3706
6961	UACA	55075
6962	GAS2L1	10634
6963	IL32	9235
6964	VPS9D1	9605
6965	RBM38	55544
6966	BAG3	9531
6967	MYO18A	399687
6968	PHRF1	57661
6969	MTUS1	57509
6970	ZBTB42	100128927
6971	GRIK3	2899
6972	NCS1	23413
6973	RHOG	391
6974	STYXL1	51657
6975	ZNF84	7637
6976	SLC36A4	120103
6977	TEC	7006
6978	SRP68	6730
6979	IER5	51278
6980	CORO1A	11151
6981	NR1H3	10062
6982	GAS8	2622
6983	NKX2-3	159296
6984	LYSMD2	256586
6985	RINL	126432
6986	SAMD11	148398
6987	BTF3	689
6988	TXNDC16	57544
6989	ASH1L	55870
6990	SEL1L	6400
6991	MAFG	4097
6992	C11orf54	28970
6993	PPAN-P2RY11	692312
6994	CNTNAP3	79937
6995	TGFBR3	7049
6996	IQCC	55721
6997	KCTD21	283219
6998	CORO2A	7464
6999	CDK10	8558
7000	FMNL3	91010
7001	RIPK4	54101
7002	MBIP	51562
7003	PFAS	5198
7004	BCL3	602
7005	GNG12	55970
7006	C5orf34	375444
7007	DCHS1	8642
7008	RDH10	157506
7009	HSBP1L1	440498
7010	POLD2	5425
7011	MSI2	124540
7012	PUS1	80324
7013	CACYBP	27101
7014	TMCO4	255104
7015	ATXN2L	11273
7016	SSBP4	170463
7017	NRM	11270
7018	ALG11	440138
7019	AIFM1	9131
7020	GDAP1	54332
7021	RGL1	23179
7022	CYB5R1	51706
7023	KLHDC1	122773
7024	PMM1	5372
7025	MAP3K14	9020
7026	OSBPL7	114881
7027	EHBP1	23301
7028	PARP3	10039
7029	DOK4	55715
7030	LIG1	3978
7031	MANSC1	54682
7032	MDM2	4193
7033	FICD	11153
7034	ZNF367	195828
7035	TMEM230	29058
7036	NDUFB3	4709
7037	CD72	971
7038	PMVK	10654
7039	OCEL1	79629
7040	ZNF354C	30832
7041	ANKRD12	23253
7042	PDE1A	5136
7043	CHDH	55349
7044	AFG3L2	10939
7045	IARS2	55699
7046	LPP	4026
7047	APLP2	334
7048	SEMA3E	9723
7049	PEX11A	8800
7050	DAB2	1601
7051	MVD	4597
7052	CSNK1D	1453
7053	RPS21	6227
7054	SLC39A1	27173
7055	EIF4B	1975
7056	RBM19	9904
7057	RAB40B	10966
7058	CITED2	10370
7059	GPSM3	63940
7060	HHEX	3087
7061	TNFRSF10D	8793
7062	MST1R	4486
7063	SLFN5	162394
7064	PGBD1	84547
7065	PCGF2	7703
7066	IGBP1	3476
7067	PCED1B	91523
7068	NMNAT1	64802
7069	RRP15	51018
7070	FKBP9	11328
7071	PSMD14	10213
7072	ZEB1	6935
7073	GAB3	139716
7074	FDFT1	2222
7075	MYBL1	4603
7076	GDPD1	284161
7077	RPL13A	23521
7078	RUNX3	864
7079	CNOT3	4849
7080	FBXL18	80028
7081	NNT	23530
7082	ADAMTSL5	339366
7083	CABIN1	23523
7084	RPL10A	4736
7085	HDGF	3068
7086	USP9X	8239
7087	RBMS3	27303
7088	CLHC1	130162
7089	GPR153	387509
7090	OAS1	4938
7091	C1orf35	79169
7092	NOP2	4839
7093	GCLM	2730
7094	NCAPD3	23310
7095	NHSL1	57224
7096	DDAH1	23576
7097	DUT	1854
7098	SDC3	9672
7099	ZNF790	388536
7100	RBM34	23029
7101	FAM24B	196792
7102	ATAD3A	55210
7103	PTPRM	5797
7104	MTHFD2L	441024
7105	KRTCAP3	200634
7106	C9orf152	401546
7107	GLS	2744
7108	HIC2	23119
7109	UQCRB	7381
7110	ZNF836	162962
7111	TRMU	55687
7112	ZNF280B	140883
7113	SLC22A23	63027
7114	STOML1	9399
7115	ZNF212	7988
7116	GOT1	2805
7117	KCNQ1	3784
7118	ITGB5	3693
7119	EXOSC8	11340
7120	COBL	23242
7121	CHAC1	79094
7122	PDZD8	118987
7123	ARL14	80117
7124	EIF2AK2	5610
7125	INTS7	25896
7126	TMBIM1	64114
7127	RNFT2	84900
7128	ZNF638	27332
7129	SLX4	84464
7130	RUNX1	861
7131	CLCN5	1184
7132	MYO7B	4648
7133	ZNF485	220992
7134	MYZAP	100820829
7135	FOXP4	116113
7136	RNPC3	55599
7137	PRTFDC1	56952
7138	SAMD4A	23034
7139	CTSD	1509
7140	PLGRKT	55848
7141	GNG2	54331
7142	WDPCP	51057
7143	RFK	55312
7144	PTMA	5757
7145	SLC48A1	55652
7146	SSR4	6748
7147	BYSL	705
7148	RASL11A	387496
7149	OTUD1	220213
7150	ACTR3C	653857
7151	LRRC39	127495
7152	ZNF862	643641
7153	RSRC2	65117
7154	DDRGK1	65992
7155	CTDP1	9150
7156	ENDOV	284131
7157	PCSK7	9159
7158	PASK	23178
7159	RPH3AL	9501
7160	RASSF1	11186
7161	ZNF764	92595
7162	CCDC71L	168455
7163	HMGCR	3156
7164	IHH	3549
7165	FBXO10	26267
7166	PRICKLE4	29964
7167	SLC35E2B	728661
7168	AP1S2	8905
7169	SUGP2	10147
7170	EML1	2009
7171	TMPRSS2	7113
7172	TTLL1	25809
7173	ZSWIM4	65249
7174	ZNF684	127396
7175	TNFAIP8L3	388121
7176	ZNF229	7772
7177	SRXN1	140809
7178	HPDL	84842
7179	PIGU	128869
7180	MBNL3	55796
7181	NAPB	63908
7182	ADAP2	55803
7183	UBXN11	91544
7184	DNAJB1	3337
7185	RNLS	55328
7186	LRP3	4037
7187	KLF5	688
7188	B9D1	27077
7189	GHDC	84514
7190	RRP9	9136
7191	ENAH	55740
7192	N4BP2	55728
7193	ACYP2	98
7194	ARID4A	5926
7195	RPS6KA5	9252
7196	NLGN4X	57502
7197	FDXR	2232
7198	ZNF595	152687
7199	SF3A2	8175
7200	HM13	81502
7201	ANTXR2	118429
7202	COMTD1	118881
7203	TNS3	64759
7204	BCO2	83875
7205	WNT2B	7482
7206	TFB2M	64216
7207	BLNK	29760
7208	TXNRD3	114112
7209	RPL19	6143
7210	HPRT1	3251
7211	SPIN3	169981
7212	CTSZ	1522
7213	SIPA1L1	26037
7214	ERC1	23085
7215	ARHGAP32	9743
7216	PXMP2	5827
7217	ARPC4-TTLL3	100526693
7218	PKD1L1	168507
7219	PMF1-BGLAP	100527963
7220	ARMCX6	54470
7221	RBKS	64080
7222	TTYH3	80727
7223	MAD2L1	4085
7224	CKLF-CMTM1	100529251
7225	MEST	4232
7226	NTAN1	123803
